,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,description,favorite_count,retweet_count,contains_profanity,word_count,url,mentions,hashtags,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis,contains_bad_words,contains_good_words,angry_level,fear_level,happy_level,sad_level,surprise_level
16369,0,27,11,1702,0,sidney powell kraken lawsuit fail judge michigan georgia arizona wisconsin dismiss case via yahoo goal gain celebrity status win case housegop senategop senatedems housedemocrats use r capital,0,0,0,37,news.yahoo.com,"['Yahoo', 'HouseGOP', 'SenateGOP', 'SenateDems', 'HouseDemocrats']",[],5,0,0,1,0,0,0,0,0.4215,0,1,0.0,1.0,0.0,0.0,0.0
10536,0,1452,183249,10909,1,day election usda sent white house proposal allow poultry plant increase line speed obama admin previously reject fear endanger meatpacking worker among 145 rule could issue trump way,43,31,0,44,www.nbcnews.com,[],[],0,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.62,0.12,0.12,0.12
6034,0,4738,4665,53026,0,word power arent push agenda gop hard work try stay power sad,0,0,0,34,news.yahoo.com,['GOP'],['SAD'],1,1,0,1,0,0,0,0,-0.5423,0,1,0.62,0.25,0.0,0.12,0.0
10539,0,11040,11085,1960,0,twitter tizzy trump say biden volley subsequent tweet allcaps trump insist election rig bidens victory claim eye fake news medium,1,1,0,41,www.france24.com,[],[],0,0,0,0,0,0,0,0,-0.5574,0,1,0.0,0.0,0.0,0.33,0.67
15744,0,1603,702,21108,0,thedemocrats joebiden kamalaharris thats false biden already opportunity make economy equitable instead amp obama utilized corrupt republican bailout scheme left million poverty amp massively increase systemic inequalitygt,7,1,0,37,www.rollingstone.com,"['TheDemocrats', 'JoeBiden', 'KamalaHarris']",[],3,0,0,0,0,0,0,0,0.1027,0,1,0.0,0.6,0.2,0.2,0.0
8688,0,1648,9919,10234,1,biden administration face lot challenge daunt methodically rebuild immigration system reporting great work migrationpolicy theplumlinegs break challenge opportunity,17,2,0,36,www.washingtonpost.com,"['MigrationPolicy', 'ThePlumLineGS']",[],2,0,0,0,0,0,0,0,0.8176,0,1,0.0,0.56,0.22,0.11,0.11
4517,0,178,284,3793,0,around atlanta many white suburbanite living fearfully gate racist community stick trump new york time,0,0,0,21,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.802,0,1,0.0,0.67,0.0,0.0,0.33
4216,0,224,52,6106,0,hmmmm thats interest since realdonaldtrump always slam china cnn new york time tax record show trump maintains chinese bank account new york time tax record show trump maintains chinese bank account,0,0,0,37,www.cnn.com,['realDonaldTrump'],[],1,0,0,0,0,0,0,0,0.1027,0,1,0.0,0.5,0.12,0.12,0.25
13639,1,10880,10876,235914,0,thing get pretty interest black friday panic cnn air possible path trump 2020 win via gatewaypundit,5,0,0,24,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.7717,0,1,0.0,0.2,0.4,0.0,0.4
16503,0,726,277,20961,0,ivanka trump jared kushner head south explores political future ivankatrump jaredkushner julioiglesias miamibeach keybiscayne,0,0,0,21,www.cnn.com,[],"['IvankaTrump', 'JaredKushner', 'JulioIglesias', 'MiamiBeach', 'KeyBiscayne']",0,5,0,0,0,0,0,0,0.0,0,1,0.0,0.5,0.0,0.0,0.5
2745,0,4034,4035,131303,0,koslen_bambi gop aclu acluofmichigan chrisalbertolaw lawyerrogelio hope012015 google work look like decent resource get do,1,0,0,23,ballotpedia.org,"['koslen_bambi', 'GOP', 'ACLU', 'ACLUofMichigan', 'ChrisAlbertoLaw', 'LawyerRogelio', 'Hope012015']",[],7,0,0,1,0,0,0,0,0.3612,0,1,0.0,0.5,0.0,0.0,0.5
10834,0,4418,3192,86530,0,garner headline make murphy say senate confirmation hearing october 2017 goal part make federal government efficient effective responsive american people,1,0,0,45,www.latimes.com,[],[],0,0,0,0,0,0,0,0,0.8126,0,1,0.0,0.0,0.0,0.67,0.33
2722,0,1225,895,15498,0,gop 2021 well see live press conference doj indictment mr bigly superdupermissile verystablegenius private bonespurs amp criminal associate family friend trumporg employee complicit politician foreign national etc,3,0,0,35,www.reuters.com,['GOP'],[],1,0,0,0,0,0,0,0,0.2263,0,1,0.0,0.2,0.4,0.2,0.2
1537,0,40,66,1108,0,frankluntz squawkcnbc beckyquick frankluntz maybe youre go hold useless focus group give undecided low information voter something read prepare,0,0,0,28,abcnews.go.com,"['FrankLuntz', 'SquawkCNBC', 'BeckyQuick', 'FrankLuntz']",[],4,0,0,1,0,0,0,0,-0.7003,0,1,0.0,0.33,0.0,0.33,0.33
8679,1,11006,10823,6,0,james wood knock park devastate tweet msm declare race biden,0,0,0,20,www.americanthinker.com,[],[],0,0,0,0,0,0,0,0,-0.6249,0,1,0.0,1.0,0.0,0.0,0.0
10883,0,2069,221,29792,0,iagovernor science cleargop covid failure act jan kill 252684 american mask save livesif infer otherwisegood people harm covid could bring charge negligent homicidedmregister gazettedotcom scj presscitizen thehawkeye,0,0,0,37,www.nytimes.com,"['IAGovernor', 'GOP', 'DMRegister', 'gazettedotcom', 'scj', 'presscitizen', 'TheHawkEye']",[],7,0,0,0,0,0,0,0,-0.8519,0,1,0.0,0.0,0.2,0.6,0.2
11384,0,715,173,28180,0,realdonaldtrump briankempga dictator live delusion rule cut reliable information free press bring bad news surround flunky weak terrify tell bos truth,0,0,0,42,www.latimes.com,"['realDonaldTrump', 'BrianKempGA']",[],2,0,0,0,0,0,0,0,-0.8402,0,1,0.0,0.29,0.14,0.57,0.0
5034,0,1706,6555,6276,0,congratulation johnlithgow success trumpty dumpty want crown 12 week nytimes bestseller list hardcover nonfiction,1,0,0,24,www.nytimes.com,"['JohnLithgow', 'nytimes']",['12'],2,1,0,0,0,1,0,0,0.836,0,1,0.0,0.0,0.0,1.0,0.0
5910,1,805,84,5848,0,thats blatant lie almost stood scream liar bobulinksi describes reaction joe biden lie family business dealing video via gatewaypundit,0,0,0,29,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.666,0,1,0.0,0.75,0.0,0.0,0.25
3835,0,22,4,153,0,mrpresidentsay_ realdonaldtrump djt allow 430000 usa china since coronavirus first announce 40000 let usa china trump falsely brag china travel ban,1,0,0,30,www.nytimes.com,"['mrpresidentsay_', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.0,0.0,0.5,0.5
15028,1,513,490,450,0,break dominion software accessible far left indivisible organizer election night obamalinked group endorse joe biden via gatewaypundit,0,0,0,24,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,0.3182,0,1,0.0,0.33,0.0,0.0,0.67
16085,0,8434,7766,307497,0,gop everything lie sheriff investigator track lincoln post fake antifa crime court,0,0,0,26,journalstar.com,['GOP'],[],1,0,0,1,0,0,0,0,-0.765,0,1,0.0,0.25,0.0,0.75,0.0
17086,0,496,100,2715,0,trump told adviser refuse leave white house inauguration day walk ledge,0,0,0,26,nymag.com,[],[],0,0,0,1,0,0,0,0,-0.34,0,1,0.0,0.2,0.2,0.4,0.2
8322,0,2344,47637,519,1,moines alignment democratic voter iowa urban center republican voter state rural area continued sharpen 2020 election,1,1,0,28,qctimes.com,[],[],0,0,0,1,0,0,0,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
10981,0,8559,14298,13,0,nytimes elections2020 covid_19 trumpmeltdown article indicates trump appear nervous breakdown make almost impossible perform presidential duty unfit use 25th amendment remove asap,1,0,0,41,www.washingtonpost.com,['nytimes'],"['Elections2020', 'Covid_19', 'TrumpMeltdown']",1,3,0,0,0,1,0,0,-0.2732,0,1,0.0,0.5,0.0,0.33,0.17
7833,0,77,1,1477,0,hey worthless senategop housegop job stand america dictator wait trump postelection march order dispute ballot contest result,0,0,0,29,www.motherjones.com,"['SenateGOP', 'HouseGOP']",[],2,0,0,0,0,0,0,0,-0.6808,0,1,0.0,0.5,0.0,0.0,0.5
14082,1,1693,1229,5552,0,realdonaldtrump resist seanhannity gop franklin_graham trump friend continue ripoff donor protrump donor give 25m help prove election fraud sue recover money loser amp sucker,2,2,0,38,www.dailymail.co.uk,"['seanhannity', 'GOP', 'Franklin_Graham']","['realDonaldTrump', 'Resist', 'MAGA']",3,3,0,0,0,0,0,0,-0.6908,0,1,0.0,0.29,0.14,0.14,0.43
2000,0,163,82,16714,0,jim_jordan trump trade war lead lose u job factory need workercentered recovery trump make false claim record struggle state like ohio michigan job havent back theyve offshored china,0,0,0,43,www.usatoday.com,['Jim_Jordan'],[],1,0,0,0,0,0,0,0,-0.7506,0,1,0.0,0.25,0.0,0.38,0.38
5155,0,524,889,10187,0,mpvcarney gop first react echo chamber live hear interview woodward go live learn expand horizon cloister little lad,0,0,0,38,www.cbsnews.com,"['MpvCarney', 'GOP']",[],2,0,0,0,0,0,0,0,0.3182,0,1,0.0,0.0,0.0,0.0,1.0
9536,0,4951,4839,207421,0,via nytimes veteran trump wave white flag surrender afghanistan taliban rule afghanistan endanger woman embarrass usa weak trump disaster every way unfit trumpisalaughingstock,0,1,0,38,www.nytimes.com,['nytimes'],"['Unfit', 'TrumpIsALaughingStock']",1,2,0,0,0,1,0,0,-0.8481,0,1,0.0,0.56,0.0,0.22,0.22
12224,1,4262,3808,77360,0,confirm georgia steal tally show massive biden vote dump lose vote trump vote ratio statistically impossible via gatewaypundit,0,0,0,24,www.thegatewaypundit.com,['gatewaypundit'],[],1,0,0,0,1,0,0,0,-0.8176,0,1,0.0,0.25,0.0,0.25,0.5
15853,0,83,3,12,0,outrageous attempt override people elect official repbryancutler amp repbenninghoff spearhead politics bad senbobcasey sentoomey greschenthaler benrileysmith awzurcher jamesmastill akingsburynyt governortomwolf,0,0,0,28,triblive.com,"['RepBryanCutler', 'RepBenninghoff', 'SenBobCasey', 'sentoomey', 'GReschenthaler', 'benrileysmith', 'awzurcher', 'JamesMAstill', 'AKingsburyNYT', 'GovernorTomWolf']",[],10,0,0,1,0,0,0,0,-0.7579,0,1,0.0,0.33,0.0,0.33,0.33
13255,0,4997,2200,35903,0,whats hiding information provide covid19 shuttingdown internet shut critic shut ag government fakenews spendingreview publichealth trump internationalmensday election2020 covidー19 rightmatters,0,0,1,33,www.hrw.org,[],"['ShuttingDown', 'Critics', 'Government', 'FakeNews', 'SpendingReview', 'publichealth', 'Trump', 'InternationalMensDay', 'Election2020', 'COVIDー19', 'RightMatters']",0,11,0,0,0,0,0,0,-0.5106,0,1,0.75,0.0,0.0,0.0,0.25
177,0,78,616,7553,0,cspansnark gop cspanwj dnc officially cult party hillary clinton biden dont concede election close joe biden concede circumstance think go drag clinton warn,0,0,0,44,www.politico.com,"['cspanSnark', 'GOP', 'cspanwj']",['DNC'],3,1,0,0,0,0,0,0,0.1027,0,1,0.0,0.33,0.33,0.0,0.33
16132,0,723,248,8843,0,bunch small pathic old afraid bully realdonaldtrump might send mean tweet abt senategop senatemajldr gop leadership reject resolution acknowledge biden presidentelect,0,0,0,35,www.cnn.com,"['realDonaldTrump', 'SenateGOP', 'senatemajldr']",[],3,0,0,0,0,1,0,0,-0.7096,0,1,0.25,0.75,0.0,0.0,0.0
5283,0,3054,131969,1497,1,hunter biden laptop could fake could real may never know washington post,61,7,0,21,www.washingtonpost.com,[],[],0,0,0,0,0,0,0,0,-0.4767,0,1,0.0,0.33,0.0,0.67,0.0
10876,0,2815,517,10644,0,u announces drawdown troop afghanistan iraq biden take office stunningly stupid bad deal ally nato afghan put life line afghani liberal pluralistic democracy freedom,0,0,0,43,www.cnn.com,[],[],0,0,0,0,0,0,0,0,-0.4019,0,1,0.0,0.5,0.0,0.5,0.0
9241,0,305,225,242,0,biden plan sweep reversal trump immigration agenda deportation asylum policy cbs news trump whitehouse politicalparties,0,0,0,20,www.cbsnews.com,[],"['Trump', 'Whitehouse', 'PoliticalParties']",0,3,0,0,0,0,0,0,0.0,0,1,0.0,0.5,0.0,0.0,0.5
3616,0,139,76,1185,0,meidastouch prepare escape plan focus election result legal issus thats much really love america doesnt trump suggests hed leave country loses biden,0,0,0,42,www.cnn.com,['MeidasTouch'],[],1,0,0,0,0,0,0,0,0.6361,0,1,0.0,0.2,0.2,0.2,0.4
7476,0,195,72,1175,0,asshole reelect continue foment divisiveness death rabid anarchist trump zealot jail noone charge fuck asshole incite riot law amp order,0,0,1,41,www.cbsnews.com,[],[],0,0,0,0,0,0,0,0,-0.9313,0,1,0.0,0.43,0.29,0.0,0.29
13524,0,1835,1786,3459,0,u coronavirus nearly 60000 american could covid19 next three week way turn thing around expert say hope senatemajldr lindseygrahamsc senategop enjoy time,0,0,0,35,www.cnn.com,"['senatemajldr', 'LindseyGrahamSC', 'SenateGOP']",[],3,0,0,0,0,1,0,0,0.7269,0,1,0.0,0.2,0.2,0.0,0.6
15389,0,9541,8874,11065,0,baer fire speak earlier industry would behavior acceptable leader bananarepublic trumpmeltdown trump doesnt rule fire barr call voter fraud debunk disappointment via yahoo,1,0,0,42,www.nydailynews.com,['Yahoo'],"['BananaRepublic', 'TrumpMeltdown']",1,2,0,0,0,0,0,0,-0.8625,0,1,0.0,0.5,0.17,0.17,0.17
11086,0,245,173,1581,0,trump make debunked allegation election rig campaign file flurry lawsuit battleground state although election official party say see evidence serious irregularity,0,0,0,40,www.brainerddispatch.com,[],"['Trump', 'elections']",0,2,0,0,0,0,0,0,-0.4019,0,1,0.0,0.2,0.0,0.4,0.4
792,0,313,281,21036,0,covid19 live update trump undergo test walter reed national military medical center new york time,0,0,0,20,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.5,0.0,0.5
14044,0,239,57,682,0,guy abet destruction democracy 20 day fantasy failure inside trump quest overturn election gop gophouse gopsenate senatorcollins thomtillis marthamcsally sendougjones corygardner garypeters senjoniernst,0,0,0,33,www.washingtonpost.com,"['GOP', 'GOPHouse', 'GOPSenate', 'SenatorCollins', 'ThomTillis', 'MarthaMcSally', 'SenDougJones', 'CoryGardner', 'GaryPeters', 'SenJoniErnst']",[],10,0,0,0,0,0,0,0,-0.7906,0,1,0.0,0.0,0.25,0.5,0.25
4514,0,8000,7793,89085,0,scary stuff go new york time maryland arrest charge threaten kidnap kill biden harris via googlenews,0,0,0,31,www.nytimes.com,['GoogleNews'],[],1,0,0,0,0,0,0,0,-0.9169,0,1,0.17,0.5,0.17,0.0,0.17
16350,1,190,34,954,0,housegop rephagedorn ward republican state senator pennsylvania key swing state joe biden say fear home would bombed fail support president false claim election fraud,0,0,0,42,www.independent.co.uk,"['HouseGOP', 'RepHagedorn']",[],2,0,0,0,0,0,0,0,-0.8316,0,1,0.0,0.2,0.0,0.5,0.3
5988,0,535,47,23909,0,joebiden senkamalaharris dnc nytimes washingtonpost cnn usatoday time latimes cbs hopefully biden landslide shall bury donald future donald lookalikes disgust donald expensive lesson american,0,0,0,39,www.theglobeandmail.com,"['JoeBiden', 'SenKamalaHarris', 'DNC', 'nytimes', 'washingtonpost', 'CNN', 'USATODAY', 'TIME', 'latimes', 'CBS']",[],10,0,0,0,0,1,0,0,-0.296,0,1,0.0,0.0,0.0,1.0,0.0
14259,0,0,34,6209,0,absolutely hat donald trump fact disgust first time saw tv 1989 never change mind piece matthew walther matthewwalther explain trump love many doesnt change mind read,0,0,0,51,theweek.com,['matthewwalther'],[],1,0,0,1,0,0,0,0,0.0772,0,1,0.0,0.12,0.12,0.12,0.62
7890,0,228,21,2222,0,hate place get vote trump vote racism homophobia transphobia bigotry much much really isnt hard total piece fuck shit bidenharris2020 biden2020,0,0,1,44,www.cnn.com,[],"['BidenHarris2020', 'Biden2020']",0,2,0,0,0,0,0,0,-0.9363,0,1,0.11,0.33,0.11,0.11,0.33
11844,0,1695,1836,35284,0,trump sister publicly back duped fake account new york time realdonaldtrump haha,0,0,0,23,www.nytimes.com,['realDonaldTrump'],[],1,0,0,0,0,0,0,0,-0.4404,0,1,0.0,0.25,0.0,0.5,0.25
10359,1,305,137,31157,0,cgasparino realdonaldtrump many voter cant seem find data use google search data paper ballot info dominion hardware software switch vote true could explain curious,0,0,0,49,www.thegatewaypundit.com,"['CGasparino', 'realDonaldTrump']",[],2,0,0,0,0,0,0,0,0.6249,0,1,0.0,0.0,0.0,0.5,0.5
13770,0,571,323,7220,0,realdonaldtrump round corner pandemic catastrophe huge number american sick hobble chronic condition dead trump criminally negligent cruel abusive gop enablers u round corner calamity,0,0,0,44,www.cnn.com,"['realDonaldTrump', 'GOP']",[],2,0,0,0,0,0,0,0,-0.9607,0,1,0.0,0.17,0.0,0.67,0.17
13764,0,14,7,1168,0,sunnybaconyt theajspeaks gunshow_trader _johnny_angel_ gricean_maxim kylenabecker scottfishman link call order extremely dishonest toothless nonbinding resolution account expect even vote monday lawmaker term expire,0,0,0,46,pittsburgh.cbslocal.com,"['SunnyBaconYT', 'theAJspeaks', 'GunShow_Trader', '_Johnny_Angel_', 'Gricean_Maxim', 'kylenabecker', 'ScottFishman']",[],7,0,0,1,0,0,0,0,-0.7698,0,1,0.0,0.5,0.25,0.25,0.0
9176,0,678,609,4833,0,glad see cong hakeem jeffries run 5 housedemocrats remains powerful voice government amp put line succession thank leadership repjeffries,3,0,0,37,www.politico.com,"['HouseDemocrats', 'RepJeffries']",[],2,0,0,0,0,0,0,0,0.8442,0,1,0.0,0.5,0.25,0.25,0.0
5112,0,95,13,17549,0,biden declare u economy kill job increase tax trump say biden would destroy oil industry via nbcnews tuckercarlson seanhannity nikkihaley nytimes nbcpolitics cnnpolitics abcpolitics gopchairwoman realdonaldtrump,1,1,0,30,www.nbcnews.com,"['nbcnews', 'TuckerCarlson', 'seanhannity', 'NikkiHaley', 'nytimes', 'NBCPolitics', 'CNNPolitics', 'ABCPolitics', 'GOPChairwoman', 'realDonaldTrump']",[],10,0,0,0,0,1,0,0,-0.7845,0,1,0.0,0.57,0.0,0.0,0.43
6952,0,295,728236,236,0,november 4 may day find still live representative democracy account base interview high rank source inside trump administration frighten day election day,301,109,0,40,www.nytimes.com,[],[],0,0,0,0,0,0,0,0,-0.34,0,1,0.0,0.44,0.33,0.11,0.11
15977,0,766,130,20499,0,nothing speculation conjecture judge swat gop lawsuit decertify bidens michigan wincultofcorruption onetermloser evillawlessliar potus vp senategop gopleader foxtv pagop ncgop nhgop gagop wigop migop azgop oann,0,0,0,33,www.nbcnews.com,"['POTUS', 'VP', 'SenateGOP', 'GOPLeader', 'FOXTV', 'PAGOP', 'NCGOP', 'NHGOP', 'GAGOP', 'WIGOP', 'MIGOP', 'AZGOP', 'OANN']","['CultOfCorruption', 'OneTermLOSER', 'EvilLawlessLIAR']",13,3,0,0,0,0,0,0,-0.2263,0,1,0.0,1.0,0.0,0.0,0.0
17423,0,764,839,5682,0,meeting disturb proportion realdonaldtrump trump asks possible declare martiallaw rerun election via nytimes,0,0,0,22,www.nytimes.com,"['realDonaldTrump', 'NYTimes']","['tRump', 'MartialLaw']",2,2,0,0,0,0,0,0,-0.4019,0,1,0.0,0.5,0.0,0.0,0.5
4476,0,734,818,46383,0,gop washington time right wing rag identify share misinformation know base doesnt know problem doesnt fool base,0,0,0,36,www.splcenter.org,['GOP'],[],1,0,0,0,0,0,0,0,0.552,0,1,0.14,0.43,0.14,0.29,0.0
1507,1,1574,766,78863,0,kamala harris belongs hollywood washington dc american thinker thought belong middle school childish smirk angry rebellious body language rude playground taunt,1,0,0,32,www.americanthinker.com,[],[],0,0,0,0,0,0,0,0,-0.8658,0,1,0.17,0.0,0.33,0.0,0.5
2526,0,2792,516,4862,0,jim_jordan gop election fraud rampant well prove break law selfowning idiocy run deep party,0,0,1,34,www.washingtonpost.com,"['Jim_Jordan', 'GOP']",[],2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.5,0.0,0.0,0.5
2394,0,38,3,721,0,azgop senategop realdonaldtrump trump spread hate aug nypd create asian hate crime task force increase racist attack asian american pandemic cant tolerate act hate amp must fight bigotry,0,0,1,43,www.msn.com,"['AZGOP', 'senategop', 'realDonaldTrump']",[],3,0,0,0,0,1,0,0,-0.9678,0,1,0.11,0.22,0.0,0.56,0.11
3728,1,705,107,1057,0,ilhan omar secretary state biden muslim serve every level administration djhj medium,0,0,0,22,djhjmedia.com,[],[],0,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
16591,0,6557,7286,1931,0,u voter dont trump run 2024 42 say bad president ever fox news poll find via businessinsider,0,0,0,28,www.businessinsider.com,['businessinsider'],[],1,0,0,0,0,0,0,0,-0.5423,0,1,0.0,0.0,0.0,0.4,0.6
15887,0,725,897,42844,0,yet another reminder 70 economy depends upon consumer consumer spend listen senategop head trump regulator say critical part wall street broken,0,0,0,48,www.cnn.com,['SenateGOP'],[],1,0,0,0,0,0,0,0,-0.6597,0,1,0.12,0.38,0.0,0.12,0.38
2913,0,1017,1106,9174,0,trump retreat minnesota airwave competitive senate race south border via minnpost,4,1,0,20,www.minnpost.com,['MinnPost'],[],1,0,0,0,0,0,0,0,0.3612,0,1,0.0,0.5,0.0,0.0,0.5
2209,0,28,4,3779,0,via nytimes marcorubio support national threat anyone realdonaldtrump appoints incompetent,0,0,0,22,www.nytimes.com,"['NYTimes', 'marcorubio', 'realDonaldTrump']",[],3,0,0,0,0,0,0,0,-0.5859,0,1,0.0,0.5,0.5,0.0,0.0
