,questionable_domain,user_friends_count,user_followers_count,user_favourites_count,user_verified,favorite_count,retweet_count,contains_profanity,word_count,mentions_count,hashtags_count,contains_bad_url,contains_good_url,contains_bad_mentions,contains_good_mentions,contains_bad_hashtags,contains_good_hashtags,sentiment_analysis
7598,1,1411,510,1118,0,0,0,0,25,1,0,0,0,1,0,0,0,-0.5267
14529,0,649,1125,7273,0,0,0,0,43,4,0,0,0,0,1,0,0,-0.6908
7366,0,2250,12688,7207,1,1,0,0,44,0,0,0,1,0,0,0,0,0.8225
4952,0,5619,5116,343916,0,0,0,0,38,0,1,0,1,0,0,0,0,0.7845
15413,0,35606,32369,258879,0,5,0,0,23,0,0,0,0,0,0,0,0,0.8807
2226,0,2754,688,49455,0,0,0,0,25,0,0,0,1,0,0,0,0,-0.1027
2391,0,490,118,3197,0,0,0,1,31,1,1,0,0,0,0,0,0,-0.7717
3180,0,541,5550,13547,1,8,4,0,42,1,0,0,0,0,1,0,0,0.3182
4549,0,168,133,6356,0,0,0,0,29,2,0,0,0,0,0,0,0,-0.802
10520,0,339,165,28998,0,0,0,0,44,0,0,0,0,0,0,0,0,0.0516
11734,0,1172,1230,9595,0,0,0,0,22,0,0,0,0,0,0,0,0,0.0
10216,1,1,7,797,0,0,0,0,39,3,0,0,0,0,0,0,0,0.5248
11799,1,9796,10581,87765,0,0,2,0,24,0,0,0,0,0,0,0,0,-0.3818
15177,0,4838,3659,70915,0,0,0,0,41,4,1,0,1,0,0,0,0,-0.8074
12627,1,4999,2709,122,0,1,0,0,32,4,0,0,0,0,0,0,0,0.7717
3406,0,433,126,19981,0,1,1,1,32,2,0,0,0,0,0,0,0,-0.09
10761,0,692,358,1549,0,0,0,0,26,1,0,0,0,0,0,0,0,-0.7717
4116,0,3817,3535,9593,0,0,0,0,21,1,0,0,0,0,0,0,0,0.0
14212,0,4251,9358,63034,0,32,1,0,48,4,0,0,0,0,0,0,0,0.8934
6454,0,3210,5267,14997,1,11,3,0,26,2,5,0,0,0,1,0,1,0.743
674,0,909,56,17819,0,1,1,0,39,3,5,0,0,0,0,0,0,0.4215
9372,0,115,19,355,0,0,0,0,32,2,0,0,0,0,0,0,0,-0.1027
1505,1,7972,8382,17103,0,0,0,0,25,1,0,0,0,1,0,0,0,0.0
4017,0,57,14,2197,0,0,0,0,64,1,1,0,0,0,0,0,0,-0.8074
16410,0,320,42,4,0,0,0,0,23,4,1,0,0,0,0,0,0,0.0
6513,0,182,54,6126,0,2,0,0,37,2,1,0,0,0,0,0,0,-0.836
8684,0,216,35,2355,0,0,0,0,48,1,0,0,0,0,0,0,0,-0.6249
74,0,1258,1093,16566,0,0,0,0,27,0,0,0,0,0,0,0,0,-0.2732
15318,0,37,3,41,0,0,0,0,38,5,0,0,0,0,0,0,0,0.0
16239,0,12401,12455,184515,0,2,3,0,37,6,0,0,0,0,1,0,0,-0.4404
5823,0,2453,3121,1365,1,207,61,0,26,1,3,0,0,0,0,0,0,-0.5574
16695,0,548,258,47983,0,0,0,0,35,3,0,0,1,0,0,0,0,-0.9001
14681,0,724,468,18718,0,0,0,0,25,0,3,0,0,0,0,0,0,-0.8402
12231,0,808,278,3192,0,0,0,0,45,2,0,0,0,0,0,0,0,-0.4767
7067,0,543,81,17308,0,1,0,0,50,5,0,0,0,0,0,0,0,-0.7269
16360,0,4712,4487,345187,0,0,0,0,21,2,0,0,0,0,0,0,0,-0.5719
8170,0,458,77,1714,0,0,0,0,33,3,0,0,0,0,1,0,0,0.3182
7396,0,130,32,1,0,0,0,0,22,0,1,0,0,0,0,0,1,0.0
9283,1,86,21,4520,0,1,0,0,22,1,0,0,0,1,0,0,0,0.6124
11470,0,49,6,2092,0,0,0,0,28,2,0,0,0,0,0,0,0,-0.7506
16646,0,2045,2152,24731,0,0,0,0,28,1,1,0,0,0,1,0,0,0.6249
10985,0,835,322,3,0,0,0,0,89,50,2,0,1,0,1,0,0,0.0
666,0,1866,1323,36471,0,1,1,0,42,2,0,0,0,0,0,0,0,-0.6249
8866,0,1479,6471,7651,1,45,18,0,34,3,0,0,0,0,1,0,0,0.4215
14155,0,670,356,1957,0,0,0,0,28,0,1,0,0,0,0,0,0,-0.1531
9249,0,4991,1796,58146,0,0,0,0,45,1,2,0,0,0,0,0,0,-0.5574
1406,0,559,1126,135202,0,3,0,0,36,2,0,0,0,0,0,0,0,-0.8807
3393,1,3732,1666,16811,0,0,0,0,24,0,0,0,0,0,0,0,0,-0.0516
5312,0,471,304584,1126,1,149,23,0,28,0,0,0,0,0,0,0,0,0.34
16689,0,535,178,3385,0,0,0,0,38,10,1,0,0,0,1,0,0,-0.7906
12360,0,600,472,16122,0,4,0,0,27,4,0,0,0,0,0,0,0,0.0
3449,0,147,76,329,0,0,0,1,29,1,0,0,0,0,0,0,0,0.3818
15273,0,2165,1056,13778,0,0,0,0,38,2,1,0,0,0,0,0,0,-0.8807
2878,0,4958,2562,44228,0,0,0,0,26,3,0,0,0,0,0,0,0,-0.8834
16108,0,68,1,1,0,0,0,0,41,1,0,0,1,0,0,0,0,0.0
17828,1,992,805,31691,0,0,0,0,41,25,0,0,0,1,0,0,0,-0.4939
14927,0,3641,1489,24712,0,1,0,0,34,6,0,0,0,0,1,0,0,0.1027
10013,0,3785,4058,15687,0,0,0,0,41,2,2,0,0,0,1,0,0,-0.7579
16716,0,1205,1239,4726,0,0,0,0,20,0,0,0,0,0,0,0,0,-0.5423
3705,1,2136,953,954,0,0,0,0,26,11,1,0,0,0,0,0,0,-0.8126
11887,0,783,435,1562,0,1,1,1,49,0,1,0,0,0,0,0,0,-0.9042
689,0,210,443,34336,0,0,0,0,26,3,1,0,0,0,0,0,1,-0.4588
50,0,644,188,11807,0,0,0,0,48,1,0,0,0,0,0,0,0,-0.3515
15518,0,168,49,836,0,0,0,0,30,2,0,0,0,0,0,0,0,0.2023
6678,0,2368,770,20598,0,2,1,0,45,0,0,0,0,0,0,0,0,0.0
7763,0,505,4971,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0.2091
201,0,1605,2419,106035,0,0,0,0,37,6,0,0,0,0,0,0,0,0.2732
13643,0,1059,993,6454,0,0,0,0,44,1,0,0,0,0,1,0,0,-0.7579
4883,0,1176,792366,1876,1,25,10,0,51,0,0,0,0,0,0,0,0,0.4404
4674,1,5998,5569,9822,0,0,0,0,23,2,0,0,0,1,0,0,0,-0.1027
5879,1,1826,1114,16923,0,0,0,0,42,6,0,1,0,0,0,0,0,-0.3818
134,1,189,212,10616,0,0,0,0,39,0,2,0,0,0,0,0,0,-0.7669
13129,1,333,26,1381,0,0,0,0,31,0,0,0,0,0,0,0,0,0.7506
17465,0,3023,1485,7,0,0,0,0,24,0,0,0,0,0,0,0,0,-0.4019
2564,0,324,258,42564,0,0,0,0,25,3,3,0,0,0,0,0,0,0.0
13597,0,249,33,592,0,1,0,0,20,1,0,0,0,0,0,0,0,-0.6597
14629,0,3008,2072,5719,0,0,0,0,33,1,0,0,1,0,0,0,0,0.2801
6141,0,2502,5664,54318,0,2,0,0,45,0,0,0,0,0,0,0,0,-0.128
12785,0,7517,7047,9536,0,5,0,0,23,1,0,0,1,0,0,0,0,0.0
4900,0,781,632,2014,0,0,0,0,45,2,0,0,0,0,0,0,0,-0.8779
15098,0,37,18,1389,0,0,0,0,36,10,0,0,0,0,1,0,0,0.7717
8760,0,3362,2818,80165,0,0,1,0,22,1,1,0,0,0,0,0,0,0.0
16615,0,1041,587,11728,0,1,0,0,25,2,0,0,0,0,1,0,0,-0.5423
7385,0,54694,57821,21611,0,23,18,0,43,1,3,0,1,0,0,0,0,-0.743
3152,0,2433,679,751,0,0,0,0,21,0,0,0,0,0,0,0,0,-0.5423
13018,0,27,8,1323,0,0,0,0,35,5,0,0,1,0,0,0,0,-0.4939
11681,0,6609,6064,53695,0,4,0,0,47,3,0,0,0,0,0,0,0,-0.1531
8728,0,105,0,9471,0,1,0,0,26,1,0,0,0,0,1,0,0,0.5423
5262,0,653,285,13513,0,0,0,0,32,5,0,0,0,0,0,0,0,-0.4588
852,0,266,164,30799,0,0,0,0,23,0,1,0,0,0,0,0,0,0.8316
627,0,622,21,3770,0,0,0,0,27,2,4,0,1,0,0,0,0,-0.3182
12112,0,1522,1263,62978,0,0,0,0,22,0,1,0,0,0,0,0,0,-0.3182
10896,0,3676,3433,358714,0,4,1,0,27,0,0,0,0,0,0,0,0,-0.9022
16655,0,4458,25608,275,1,18,5,0,44,1,0,0,0,0,1,0,0,-0.5994
13708,0,0,1,354,0,0,0,0,43,2,0,0,0,0,0,0,0,-0.936
4485,0,253,247,28800,0,0,0,0,33,0,1,0,0,0,0,0,0,-0.7269
4451,0,4615,6131,2372,0,5,1,0,39,1,0,0,0,0,0,0,0,-0.9493
6910,1,746,842,19179,0,1,1,0,42,0,1,1,0,0,0,0,0,0.6652
2320,0,2007,26429,10778,1,146,96,0,24,0,0,0,0,0,0,0,0,-0.8126
5816,0,1083,652,3689,0,0,0,0,32,2,1,0,0,0,1,0,0,0.6808
12924,0,13081,13301,38234,0,8,2,0,43,1,0,0,0,0,0,0,0,-0.8658
13038,1,13944,13916,37861,0,0,0,0,26,0,0,0,0,0,0,0,0,-0.8957
11527,0,1537,690,1742,0,0,0,0,27,0,0,0,0,0,0,0,0,-0.3182
14214,0,31,10,403,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.9371
10443,0,3307,6995,44537,0,7,0,0,47,3,0,0,0,0,0,0,0,0.8934
7670,0,12,10,1673,0,0,0,0,30,2,11,0,0,0,1,0,0,-0.6901
12102,0,394,1596,42525,0,0,0,0,36,2,1,0,0,0,1,0,0,-0.8225
13369,1,593,267,2265,0,0,0,0,23,0,0,0,0,0,0,0,0,-0.7184
12976,0,352,232,9290,0,0,0,0,48,1,1,0,0,0,0,0,0,-0.8271
7509,1,416,317,103048,0,2,1,0,37,10,2,0,0,0,0,0,0,-0.296
2999,0,341,95,34972,0,7,5,0,35,5,1,0,0,0,0,0,0,0.6705
1296,0,701,27988,3338,1,6,3,0,34,0,0,0,1,0,0,0,0,-0.128
3809,1,4867,4357,8505,0,2,1,0,25,0,5,0,0,0,0,0,0,0.0772
9252,0,267,33,531,0,0,0,1,20,1,0,0,0,0,0,0,0,-0.872
11378,0,587,411,43442,0,0,0,0,39,0,0,0,0,0,0,0,0,-0.1027
3558,0,3013,1525,36363,0,1,0,0,23,0,0,0,0,0,0,0,0,-0.8834
11355,0,1498,2580,6091,0,0,0,0,47,9,0,0,0,0,0,0,0,-0.5719
5425,0,8834,8264,18307,0,0,1,0,50,1,0,0,0,0,0,0,0,-0.9578
17631,0,88,16,1779,0,0,0,0,30,0,0,0,0,0,0,0,0,0.6369
12787,0,3240,3577,3417,0,0,0,0,33,0,2,0,0,0,0,0,0,0.6369
13938,0,364,313,1221,0,0,0,0,27,0,0,0,1,0,0,0,0,-0.7269
2890,1,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0.2732
17533,0,402,83,12921,0,0,0,0,37,1,1,0,0,0,0,0,0,-0.91
4364,0,131,108,6114,0,0,0,0,44,2,0,0,0,0,0,0,0,-0.7717
3847,0,1962,512,91122,0,0,0,0,22,2,0,0,0,0,1,0,0,0.0
8165,0,216,242,2089,0,0,0,0,24,2,1,0,0,0,0,0,0,-0.6908
12161,0,277,198,3556,0,1,0,0,49,1,0,0,0,0,0,0,0,-0.6124
9018,0,364,337,31748,0,1,0,0,33,0,0,0,0,0,0,0,0,-0.5859
970,1,47,142,8090,0,0,0,0,22,1,0,0,0,1,0,0,0,0.4019
12554,1,1938,1143,5647,0,0,0,0,27,1,0,0,0,0,0,0,0,0.2732
1314,0,496,31447,13017,0,10,1,0,38,0,0,0,0,0,0,0,0,0.1779
11546,0,3185,15222,103599,1,0,0,0,42,0,1,0,0,0,0,0,0,-0.7096
6916,0,2367,1421,14210,0,0,0,0,33,2,0,0,0,0,0,0,0,-0.0276
857,0,88,36,3929,0,0,0,0,46,2,0,0,1,0,0,0,0,-0.7351
8970,1,485,278,19221,0,0,0,0,22,1,0,0,0,1,0,0,0,-0.802
13847,1,1196,1280,150733,0,0,0,0,22,1,0,0,0,0,0,0,0,0.4939
9187,0,668,504,23830,0,0,0,0,29,0,0,0,0,0,0,0,0,0.743
17515,1,60,295,84529,0,0,0,0,22,1,0,0,0,1,0,0,0,-0.4767
7381,0,206940,338936,277458,0,18,3,0,41,2,0,0,0,0,0,0,0,-0.6124
5179,0,19,0,165,0,1,0,0,37,2,0,0,0,0,0,0,0,0.0
10823,0,542,26,6018,0,0,0,0,20,1,1,0,0,0,0,0,0,0.0
9068,1,595,980,80239,0,0,0,0,23,0,0,1,0,0,0,0,0,-0.2263
6948,0,5515,5277,18567,0,1,0,1,31,2,1,0,0,0,0,0,0,0.8523
4050,0,51,21,7367,0,1,2,0,26,5,3,0,0,0,0,0,0,0.0
13771,1,46,17,776,0,1,0,0,47,2,0,0,0,0,0,0,0,-0.7601
7395,0,273,306,30983,0,0,0,0,29,0,2,0,1,0,0,0,0,0.0
16432,0,488,28,1515,0,0,0,0,25,1,0,0,0,0,0,0,0,-0.6597
14992,0,299,11,16521,0,0,0,0,47,1,0,0,1,0,0,0,0,-0.4588
16509,1,1510,1322,65730,0,0,0,0,20,1,0,0,0,0,0,0,0,-0.7845
9429,0,527,204,20412,0,0,0,1,30,4,0,0,0,0,0,0,0,0.6167
3807,0,355,317,44353,0,0,0,0,27,1,2,0,0,0,0,0,0,-0.25
7305,0,40,49,1824,0,0,0,1,28,9,0,0,0,0,1,0,0,-0.8834
2620,0,1181,406,9327,0,1,0,0,34,5,0,0,0,0,0,0,0,-0.296
11475,0,97,24,1152,0,1,0,0,37,1,0,0,1,0,0,0,0,-0.936
15267,0,1260,395,29154,0,2,0,1,22,1,0,0,0,0,0,0,0,-0.5267
15496,0,10664,10470,13331,0,4,0,1,27,1,0,0,0,0,0,0,0,0.2732
5860,0,18361,16741,96206,0,4,0,0,44,1,0,0,0,0,0,0,0,-0.7579
9921,1,2571,2498,4643,0,0,0,0,22,1,0,0,0,1,0,0,0,-0.7003
10611,0,1737,581,1260,0,1,1,0,39,0,0,0,0,0,0,0,0,-0.6124
459,0,5809,5299,216326,0,0,0,0,34,1,1,0,0,0,0,0,0,-0.5859
9967,1,271,306,28134,0,0,0,0,43,0,0,1,0,0,0,0,0,-0.802
702,0,159,9,1423,0,0,0,0,21,8,0,0,0,0,0,0,0,-0.3182
15628,0,6841,22631,10925,1,137,40,0,43,0,0,0,0,0,0,0,0,0.5719
11242,0,4881,3516,28294,0,0,0,0,23,1,0,0,1,0,0,0,0,-0.7906
15930,0,280,34,3203,0,0,0,0,22,0,0,0,0,0,0,0,0,-0.25
9394,1,331,271,9373,0,1,1,0,56,50,0,0,0,0,0,0,0,0.0
4801,0,2740,19025,32566,1,13,4,0,47,1,0,0,0,0,1,0,0,-0.25
6726,0,1,4,50,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.7579
13306,0,2041,2818,150552,0,4,1,0,22,0,0,0,0,0,0,0,0,0.0
16991,0,5956,24377,8368,1,4,1,0,36,0,0,0,0,0,0,0,0,0.25
5195,0,25,7,51,0,0,0,0,41,1,0,0,1,0,0,0,0,-0.296
5655,0,39,59,1197,0,0,0,0,45,2,0,0,1,0,0,0,0,-0.9081
9064,0,9418,30437,1039,0,0,0,1,50,2,1,0,0,0,0,0,0,-0.8779
4468,0,113,4,6507,0,0,0,0,35,3,0,0,0,0,1,0,0,-0.8834
447,0,2254,682,12736,0,0,0,0,40,14,0,0,0,0,0,0,0,-0.4898
1078,1,544,91,5647,0,0,0,0,20,1,0,1,0,0,0,0,0,-0.8225
16918,0,1025,3141,186,1,1,2,0,30,1,0,0,0,0,0,0,0,0.0
13974,1,899,718,304,0,0,0,0,30,1,0,0,0,1,0,0,0,0.6705
16356,0,1046,119,1949,0,0,0,0,54,4,0,0,0,0,0,0,0,0.9153
8233,0,671,676,49181,0,0,0,0,40,1,0,0,0,0,0,0,0,-0.8625
17023,0,231,58,2257,0,0,0,0,20,3,0,0,0,0,0,0,0,-0.5106
685,0,560,184,3424,0,0,0,0,41,0,1,0,0,0,0,0,0,-0.8779
7464,0,85,12,171,0,0,0,0,22,0,1,0,0,0,0,0,0,-0.8225
8561,0,143,618,606,0,12,0,0,27,2,0,0,0,0,0,0,0,0.4767
11351,0,1923,18305,42888,0,43,2,0,40,0,0,0,0,0,0,0,0,-0.5106
2680,0,2822,32325,83340,0,15,5,0,34,0,0,0,0,0,0,0,0,-0.7184
5972,0,1158,57421,107813,0,155,25,0,29,0,0,0,0,0,0,0,0,-0.1027
4582,0,3156,690,17361,0,0,0,0,24,0,1,0,0,0,0,0,0,-0.4019
282,0,395,78,9699,0,0,0,1,43,1,1,0,0,0,0,0,0,-0.7783
3374,0,4222,2132,5384,0,0,0,0,40,2,1,0,0,0,0,0,0,-0.7003
8105,1,585,464,72,0,195,153,0,40,4,0,0,0,0,0,0,0,-0.8885
1518,0,79,38,26,0,0,0,0,41,0,0,0,0,0,0,0,0,-0.6249
5640,1,44261,44767,68273,0,5,1,0,29,1,0,0,0,1,0,0,0,0.0772
9888,1,21115,22777,114913,0,0,0,0,24,0,0,0,0,0,0,0,0,-0.2023
17553,0,646,167,7231,0,0,0,0,46,1,0,0,1,0,0,0,0,-0.2057
8838,0,131,180,4789,0,0,0,1,28,2,0,0,0,0,1,0,0,-0.4939
13048,0,428,76,36452,0,0,0,0,41,1,0,0,0,0,0,0,0,-0.7964
7928,0,5799,6336,476,0,0,0,0,77,50,0,0,0,0,1,0,0,-0.5719
10858,0,5358,5354,68487,0,1,0,0,36,1,1,0,0,0,0,0,0,-0.7351
15121,0,4983,3257,14748,0,0,0,0,51,0,0,0,0,0,0,0,0,0.7003
10146,0,1578,1297,22470,0,0,0,0,34,2,2,0,0,0,0,0,0,-0.7351
3556,1,1265,908,7200,0,1,0,0,39,0,0,0,0,0,0,0,0,-0.8807
11901,1,11759,16581,64962,0,16,15,0,23,1,0,0,0,1,0,0,0,-0.3818
3828,0,4246,3099,112152,0,0,0,0,47,4,0,0,0,0,0,0,0,-0.5994
10210,0,1655,2670,8900,0,0,0,0,52,6,0,0,0,0,0,0,0,0.4939
10278,0,3236,39914,13653,1,12,3,0,26,0,0,0,0,0,0,0,0,-0.5423
9530,0,3711,2336,55741,0,0,0,0,47,3,0,0,0,0,0,0,0,-0.9022
3497,1,926,54,12,0,0,0,0,31,1,0,1,0,0,0,0,0,0.0
1175,0,23,6,37,0,0,0,0,35,2,0,0,1,0,0,0,0,-0.8271
14327,0,208,30,153,0,0,0,0,38,1,0,0,1,0,0,0,0,-0.765
17378,0,65,72,933,0,0,0,0,47,1,0,0,0,0,0,0,0,-0.7184
16885,0,4996,4000,15787,0,0,0,0,24,1,1,0,0,0,0,0,0,0.0
15501,1,5229,6034,15892,0,1,0,0,22,1,0,0,0,1,0,0,0,-0.0772
13387,0,1072,1014,17980,0,0,0,0,34,2,0,0,0,0,0,0,0,-0.1779
8580,0,4975,2313,7360,0,4,0,0,27,0,4,0,0,0,0,0,0,0.6249
12592,0,5001,2383,30181,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.9531
731,0,12,853165,3,1,1029,353,0,26,0,0,0,0,0,0,0,0,-0.5106
1619,1,191,41,801,0,0,0,0,28,1,0,0,0,1,0,0,0,-0.099
6890,0,65,0,1901,0,0,0,0,24,1,0,0,0,0,0,0,0,-0.926
6626,0,168,763,8773,0,0,0,0,34,3,2,0,0,0,1,0,0,-0.836
12019,0,62940,61653,29910,0,0,0,1,26,1,0,0,1,0,0,0,0,-0.4404
12099,0,394,1596,42525,0,0,0,0,36,2,1,0,0,0,1,0,0,-0.8225
12545,0,6637,6088,84636,0,2,0,1,22,1,0,0,0,0,0,0,0,-0.7269
1705,0,1875,2737,4669,0,1,0,0,25,15,2,0,0,0,0,0,0,0.0
15658,0,1,5,1,0,0,0,0,21,1,0,0,1,0,0,0,0,0.7964
6620,1,267,362,263,0,2,0,0,21,0,0,0,0,0,0,0,0,0.4215
16759,0,2131,227,33699,0,1,1,0,25,15,0,0,0,0,1,0,0,0.0
3709,1,1797,677,1978,0,0,0,0,42,0,0,0,0,0,0,0,0,-0.9601
8097,1,949,775,30754,0,1,0,0,43,24,0,1,0,1,0,0,0,-0.8225
13670,0,0,1,118,0,0,0,0,40,1,1,0,0,0,0,0,0,-0.875
15303,0,28758,26162,126255,0,5,3,1,31,0,0,0,0,0,0,0,0,-0.7184
14139,1,12251,11229,25712,0,1,0,0,27,1,0,0,0,1,0,0,0,-0.1779
12619,0,1526,1121,24148,0,9,0,0,29,2,0,0,1,0,0,0,0,-0.6486
9182,0,4998,2296,30181,0,0,0,0,43,1,0,0,0,0,0,0,0,-0.9531
7102,0,2638,2369,37623,0,1,0,0,40,0,0,0,0,0,0,0,0,-0.2329
5959,0,274,412,24089,0,0,0,0,34,1,0,0,0,0,0,0,0,0.0
9347,0,2056,2028,32656,0,1,0,0,27,3,0,0,0,0,0,0,0,-0.0772
4733,0,1291,35167,107980,1,10,0,0,30,3,0,0,0,0,0,0,0,0.1779
17304,0,19,3,93,0,0,0,0,23,2,0,0,1,0,0,0,0,-0.0747
2776,0,562,68,19201,0,0,0,0,26,1,0,0,1,0,0,0,0,-0.4019
8267,0,202,160,208,0,0,0,0,23,10,0,0,0,0,0,0,0,0.0
5903,0,5724,5209,54151,0,2,1,0,33,0,0,0,0,0,0,0,0,0.6249
4370,0,1966,2016,9725,0,1,0,0,44,0,1,0,0,0,0,0,0,0.0
5044,0,34161,31953,102224,0,4,3,0,33,12,0,0,0,0,0,0,0,-0.9062
14471,0,9,0,469,0,0,0,0,33,1,1,0,0,0,0,0,0,-0.5994
11015,0,384,163,12897,0,0,0,0,25,0,0,0,0,0,0,0,0,0.2732
6789,0,32366,30485,1132,0,8,4,0,29,1,0,0,0,0,1,0,0,-0.6705
6479,0,3,2,2,0,0,0,0,32,17,1,0,0,0,1,0,0,0.0
11312,0,1804,708,1546,0,0,0,0,38,1,0,0,1,0,0,0,0,-0.5423
3376,0,148850,192980,22298,0,2,0,0,43,3,1,0,1,0,0,0,0,-0.9313
1885,0,537,274,29578,0,0,0,0,21,6,0,0,0,0,0,0,0,0.0
2899,0,1252,3000,4287,0,0,0,0,36,1,0,0,0,0,0,0,0,0.0
5669,1,5427,5135,50137,0,0,0,0,25,1,0,0,0,1,0,0,0,0.0
10003,0,223,44,3094,0,0,0,0,44,0,0,0,0,0,0,0,0,-0.8625
10360,1,374,343,16309,0,1,2,0,20,1,0,1,0,0,0,0,0,0.3818
4203,0,641,397,5502,0,0,1,0,20,2,0,0,0,0,0,0,0,0.0
10159,0,287,84,30399,0,0,0,0,35,1,0,0,0,0,0,0,0,-0.1027
10784,0,24,6,1198,0,0,0,1,45,1,0,0,0,0,0,0,0,-0.5106
12253,0,3898,1917,13330,0,3,5,0,28,2,0,0,0,0,1,0,0,0.0
3186,0,38,3,721,0,1,0,0,39,4,0,0,0,0,1,0,0,0.6597
8551,0,571,564,104,0,0,0,0,21,0,0,0,0,0,0,0,0,0.4588
17317,0,2544,1070,2076,0,1,0,0,49,1,0,0,0,0,0,0,0,-0.25
5360,0,118,41,527,0,0,0,0,47,1,0,0,0,0,0,0,0,-0.7057
8655,0,18,9,12442,0,1,1,0,22,1,0,0,1,0,0,0,0,-0.7717
7921,0,1279,7623,6009,1,15,1,0,21,2,0,0,0,0,1,0,0,0.0
14893,0,3938,3311,84619,0,3,1,0,32,0,0,0,1,0,0,0,0,-0.9231
15158,0,548,674,15726,0,0,0,0,41,3,1,0,1,0,0,0,0,0.0
218,0,1133,257,11332,0,0,0,0,21,4,1,0,1,0,0,0,0,-0.296
7272,0,34109,31909,102207,0,0,0,0,26,18,0,0,0,0,1,0,0,-0.3818
1599,0,942,444,3133,0,3,2,0,38,1,0,0,0,0,1,0,0,-0.926
15143,0,1308,742,153805,0,0,0,0,45,2,0,0,0,0,0,0,0,-0.7003
8439,1,1566,631,27,0,2,0,0,24,0,0,0,0,0,0,0,0,-0.8779
12671,1,387,130,8,0,0,0,0,26,0,0,0,0,0,0,0,0,-0.3818
5697,0,603,404,3610,0,3,0,0,31,0,0,0,0,0,0,0,0,0.0258
5120,0,404,673,7008,0,1,0,0,45,0,2,0,0,0,0,0,0,0.4588
8774,1,914,498,15353,0,0,0,0,31,0,0,1,0,0,0,0,0,-0.8271
13501,0,229,165,28226,0,0,0,0,41,1,0,0,0,0,0,0,0,-0.8176
1466,0,619,263,3,0,0,0,0,23,0,0,0,1,0,0,0,0,-0.8621
6121,0,1385,1090,55560,0,0,0,0,50,4,0,0,0,0,0,0,0,-0.9274
10270,0,1234,640,13840,0,0,0,0,42,3,0,0,0,0,0,0,0,-0.197
17364,0,597,504,160330,0,0,0,0,28,5,1,0,0,0,0,0,0,0.0
10115,0,9433,8652,46096,0,0,0,0,24,0,0,0,0,0,0,0,0,0.1531
16749,0,7611,6933,146378,0,1,0,0,27,5,0,0,0,0,0,0,0,0.0
13980,1,931,285,4231,0,0,0,0,23,1,0,0,0,1,0,0,0,-0.7506
16295,1,984,802,31691,0,0,0,0,31,25,0,0,0,1,0,0,0,0.0
12714,0,688,52,2249,0,0,0,0,34,0,0,0,0,0,0,0,0,0.3818
14388,0,4990,941,21159,0,0,0,0,25,0,0,0,0,0,0,0,0,0.0
12581,0,1321,408,1012,0,1,0,0,25,0,0,0,0,0,0,0,0,-0.25
17109,0,4856,3672,10913,0,0,0,0,24,1,1,0,0,0,0,0,0,-0.4077
2982,0,409,351,5362,0,0,0,0,36,3,0,0,0,0,0,0,0,0.6808
1939,1,261,630,30671,0,0,0,0,20,1,0,0,0,1,0,0,0,-0.6597
359,0,481,100,4104,0,0,0,0,30,0,0,0,0,0,0,0,0,0.7717
1569,0,4999,3745,160232,0,0,0,0,35,1,0,0,0,0,0,0,0,-0.8555
8447,1,108,135,1293,0,0,0,0,35,1,0,0,0,1,0,0,0,-0.7184
6124,0,2397,1565,8232,0,23,12,0,37,0,2,0,0,0,0,0,0,0.0
14944,1,8391,7733,14543,0,4,3,0,21,1,0,0,0,1,0,0,0,0.0
7958,1,1495,407,39007,0,1,1,0,34,0,6,0,0,0,0,0,1,-0.5574
9406,0,206,170,13298,0,0,0,0,47,0,0,0,0,0,0,0,0,0.0
883,0,4994,1815,16958,0,0,1,0,43,2,0,0,1,0,1,0,0,-0.5859
3347,0,7564,8369,90115,0,13,8,0,23,10,0,0,0,0,0,0,0,-0.4019
9288,0,4984,1221,25025,0,0,0,0,42,1,1,0,0,0,0,0,0,-0.875
10573,0,13,3,12,0,0,0,0,35,2,1,0,0,0,0,0,0,-0.8402
9280,0,3028,2139,114325,0,4,5,0,25,2,1,0,0,0,0,0,0,-0.25
5747,0,776,130,14052,0,0,1,0,44,1,0,0,0,0,0,0,0,-0.9169
12038,0,1351,3989,2002,0,0,0,0,44,5,6,0,0,0,0,0,0,-0.9062
14199,0,661,159,6826,0,0,0,0,31,1,0,0,0,0,0,0,0,-0.2263
9098,0,2470,847,2972,0,0,0,0,22,6,0,0,0,0,1,0,0,-0.5859
4191,0,0,87,12416,0,0,0,0,21,3,3,0,0,0,0,0,1,0.0
10849,1,146,78,2857,0,0,0,0,42,0,0,0,0,0,0,0,0,-0.8691
11715,1,4637,4493,67,0,0,0,0,29,1,0,0,0,0,0,0,0,-0.8689
15446,0,2955,1026,20309,0,1,0,0,44,1,0,0,0,0,0,0,0,-0.7906
1398,0,1181,1090,63305,0,0,0,0,47,3,0,0,0,0,0,0,0,-0.836
8599,0,889,935,119677,0,0,0,0,54,1,0,0,0,0,0,0,0,-0.9118
12364,0,1064,249927,101111,1,460,76,0,32,1,0,0,0,0,1,0,0,-0.3182
